cte,steering_angle,error
0.8113,-0.040565,0.552932
0.8143,-0.040715,0.554259
0.8169,-0.040845,0.555606
0.8192,-0.04096,0.556964
0.8211,-0.041055,0.558327
0.8229,-0.041145,0.559693
0.8241,-0.041205,0.561051
0.8247,-0.041235,0.562389
0.8254,-0.04127,0.56371
0.8257,-0.041285,0.565007
0.8256,-0.04128,0.566275
0.825,-0.04125,0.567504
0.824,-0.0412,0.56869
0.8225,-0.041125,0.569825
0.8213,-0.041065,0.570916
0.8191,-0.040955,0.571947
0.8163,-0.040815,0.57291
0.813,-0.04065,0.5738
0.8093,-0.040465,0.574611
0.805,-0.04025,0.575338
0.8003,-0.040015,0.575977
0.7968,-0.03984,0.576549
0.7911,-0.039555,0.577023
0.7849,-0.039245,0.577395
0.7782,-0.03891,0.577661
0.771,-0.03855,0.577817
0.7658,-0.03829,0.577897
0.7576,-0.03788,0.577861
0.7489,-0.037445,0.577707
0.7396,-0.03698,0.57743
0.7298,-0.03649,0.57703
0.7193,-0.035965,0.576502
0.7084,-0.03542,0.575847
0.7007,-0.035035,0.575109
0.6888,-0.03444,0.574241
0.6764,-0.03382,0.573244
0.6634,-0.03317,0.572115
0.65,-0.0325,0.570858
0.6359,-0.031795,0.569471
0.6263,-0.031315,0.568006
0.6115,-0.030575,0.566415
0.5989,-0.029945,0.564726
0.5905,-0.029525,0.562984
0.5857,-0.029285,0.561225
0.585,-0.02925,0.559486
0.5874,-0.02937,0.557798
0.5926,-0.02963,0.556184
0.5977,-0.029885,0.554641
0.6024,-0.03012,0.553166
0.6067,-0.030335,0.551754
0.6094,-0.03047,0.550387
0.6142,-0.03071,0.549085
0.6163,-0.030815,0.547822
0.619,-0.03095,0.546602
0.6214,-0.03107,0.545422
0.6232,-0.03116,0.544276
0.6247,-0.031235,0.54316
0.6256,-0.03128,0.542068
0.6261,-0.031305,0.540996
0.626,-0.0313,0.539939
0.6256,-0.03128,0.538892
0.6248,-0.03124,0.537854
0.6233,-0.031165,0.536817
0.6214,-0.03107,0.535777
0.6188,-0.03094,0.53473
0.6168,-0.03084,0.533681
0.6135,-0.030675,0.532618
0.6095,-0.030475,0.531537
0.605,-0.03025,0.530433
0.5998,-0.02999,0.529303
0.5943,-0.029715,0.528144
0.588,-0.0294,0.526952
0.5814,-0.02907,0.525725
0.5766,-0.02883,0.524479
0.5689,-0.028445,0.523191
0.5608,-0.02804,0.521862
0.5521,-0.027605,0.520488
0.543,-0.02715,0.519069
0.5366,-0.02683,0.517625
0.5266,-0.02633,0.516132
0.5161,-0.025805,0.51459
0.5052,-0.02526,0.512999
0.4939,-0.024695,0.511358
0.4861,-0.024305,0.509691
0.474,-0.0237,0.507974
0.4617,-0.023085,0.506209
0.4489,-0.022445,0.504395
0.4367,-0.021835,0.502539
0.4315,-0.021575,0.500678
0.4304,-0.02152,0.498834
0.4341,-0.021705,0.497029
0.4462,-0.02231,0.495307
0.4595,-0.022975,0.493674
0.4683,-0.023415,0.492106
0.4813,-0.024065,0.490626
0.494,-0.0247,0.489233
0.5064,-0.02532,0.487925
0.5186,-0.02593,0.486702
0.5304,-0.02652,0.485561
0.538,-0.0269,0.484477
0.5492,-0.02746,0.483472
0.5598,-0.02799,0.482543
0.5701,-0.028505,0.481687
0.5797,-0.028985,0.4809
0.5889,-0.029445,0.480179
0.5947,-0.029735,0.479502
0.6028,-0.03014,0.478884
0.6104,-0.03052,0.478322
0.6172,-0.03086,0.477809
0.6234,-0.03117,0.477343
0.6272,-0.03136,0.476905
0.6336,-0.03168,0.476514
0.6363,-0.031815,0.476145
0.6398,-0.03199,0.475802
0.6424,-0.03212,0.47548
0.6442,-0.03221,0.475173
0.645,-0.03225,0.474875
0.6454,-0.03227,0.474581
0.6449,-0.032245,0.474288
0.6435,-0.032175,0.473989
0.6413,-0.032065,0.473678
0.6382,-0.03191,0.473351
0.6356,-0.03178,0.473011
0.6339,-0.031695,0.472664
0.6409,-0.032045,0.472363
0.6569,-0.032845,0.472166
0.6722,-0.03361,0.472068
0.6963,-0.034815,0.472129
0.7194,-0.03597,0.472346
0.7416,-0.03708,0.472713
0.7627,-0.038135,0.473228
0.7827,-0.039135,0.473882
0.8014,-0.04007,0.474669
0.8132,-0.04066,0.475537
0.8298,-0.04149,0.476523
0.845,-0.04225,0.477618
0.8543,-0.042715,0.478774
0.8669,-0.043345,0.48002
0.878,-0.0439,0.481342
0.8875,-0.044375,0.482728
0.8953,-0.044765,0.484164
0.9013,-0.045065,0.485636
0.9043,-0.045215,0.487119
0.9074,-0.04537,0.488613
0.9086,-0.04543,0.490104
0.9079,-0.045395,0.491576
0.9053,-0.045265,0.493015
0.9006,-0.04503,0.494404
0.8964,-0.04482,0.495748
0.8883,-0.044415,0.497017
0.8781,-0.043905,0.498199
0.8659,-0.043295,0.499278
0.8567,-0.042835,0.500281
0.8413,-0.042065,0.501164
0.8239,-0.041195,0.501917
0.8047,-0.040235,0.502531
0.7908,-0.03954,0.503047
0.7716,-0.03858,0.503434
0.7663,-0.038315,0.503783
0.7665,-0.038325,0.50413
0.7715,-0.038575,0.504507
0.7742,-0.03871,0.504897
0.7768,-0.03884,0.505301
0.7778,-0.03889,0.505708
0.7772,-0.03886,0.506107
0.7739,-0.038695,0.506483
0.7695,-0.038475,0.506829
0.7656,-0.03828,0.507147
0.7585,-0.037925,0.50742
0.7497,-0.037485,0.507637
0.7393,-0.036965,0.507792
0.7315,-0.036575,0.5079
0.7185,-0.035925,0.507933
0.7039,-0.035195,0.507884
0.6878,-0.03439,0.507748
0.6762,-0.03381,0.507551
0.6576,-0.03288,0.50726
0.6376,-0.03188,0.506871
0.6236,-0.03118,0.506417
0.6014,-0.03007,0.505863
0.5779,-0.028895,0.505207
0.5533,-0.027665,0.50445
0.5276,-0.02638,0.503594
0.5099,-0.025495,0.502674
0.4825,-0.024125,0.50166
0.4543,-0.022715,0.500554
0.4351,-0.021755,0.499393
0.4056,-0.02028,0.498148
0.3756,-0.01878,0.496825
0.3451,-0.017255,0.495431
0.3245,-0.016225,0.493997
0.2939,-0.014695,0.492504
0.2753,-0.013765,0.490983
0.2744,-0.01372,0.489471
0.2855,-0.014275,0.487993
0.3126,-0.01563,0.486584
0.34,-0.017,0.48525
0.3583,-0.017915,0.483971
0.3858,-0.01929,0.482774
0.4134,-0.02067,0.481664
0.4409,-0.022045,0.480645
0.4592,-0.02296,0.479692
0.4866,-0.02433,0.478837
0.5136,-0.02568,0.478082
0.5403,-0.027015,0.477431
0.5578,-0.02789,0.476852
0.5836,-0.02918,0.476379
0.6005,-0.030025,0.475978
0.6251,-0.031255,0.475684
0.6489,-0.032445,0.475497
0.6718,-0.03359,0.475414
0.6864,-0.03432,0.475399
0.7074,-0.03537,0.475484
0.7272,-0.03636,0.475665
0.7396,-0.03698,0.475906
0.757,-0.03785,0.476233
0.7729,-0.038645,0.47664
0.7827,-0.039135,0.477094
0.7958,-0.03979,0.477615
0.8073,-0.040365,0.478194
0.8226,-0.04113,0.478851
0.8377,-0.041885,0.479586
0.8672,-0.04336,0.480483
0.8973,-0.044865,0.481547
0.9254,-0.04627,0.482772
0.9428,-0.04714,0.484095
0.967,-0.04835,0.485559
0.9887,-0.049435,0.487151
1.0079,-0.050395,0.488857
1.0192,-0.05096,0.490625
1.0337,-0.051685,0.492477
1.0452,-0.05226,0.494394
1.0535,-0.052675,0.496354
1.0572,-0.05286,0.498327
1.0599,-0.052995,0.500305
1.0592,-0.05296,0.502265
1.0568,-0.05284,0.504198
1.0502,-0.05251,0.506075
1.0439,-0.052195,0.507899
1.0315,-0.051575,0.509631
1.0158,-0.05079,0.511253
1.0036,-0.05018,0.512788
0.9826,-0.04913,0.514186
0.9587,-0.047935,0.515432
0.9411,-0.047055,0.516567
0.9383,-0.046915,0.51768
0.9402,-0.04701,0.518797
0.9641,-0.048205,0.520045
0.9814,-0.04907,0.521388
1.0049,-0.050245,0.522863
1.0189,-0.050945,0.524416
1.0374,-0.05187,0.526073
1.0524,-0.05262,0.527813
1.0641,-0.053205,0.529618
1.0724,-0.05362,0.531464
1.0761,-0.053805,0.533324
1.0787,-0.053935,0.535188
1.0786,-0.05393,0.537041
1.0754,-0.05377,0.538863
1.0686,-0.05343,0.540632
1.0622,-0.05311,0.54235
1.0495,-0.052475,0.54398
1.0271,-0.051355,0.545465
0.9984,-0.04992,0.546773
0.9818,-0.04909,0.547979
0.9539,-0.047695,0.549022
0.9335,-0.046675,0.549949
0.9001,-0.045005,0.550694
0.8636,-0.04318,0.551252
0.8239,-0.041195,0.551615
0.7959,-0.039795,0.551848
0.7515,-0.037575,0.551884
0.7044,-0.03522,0.551727
0.6717,-0.033585,0.551444
0.6207,-0.031035,0.550977
0.5854,-0.02927,0.550393
0.531,-0.02655,0.549644
0.4747,-0.023735,0.54874
0.417,-0.02085,0.547699
0.3742,-0.01871,0.54657
0.3684,-0.01842,0.545435
0.3621,-0.018105,0.544293
0.3802,-0.01901,0.543195
0.407,-0.02035,0.542161
0.4334,-0.02167,0.541193
0.4507,-0.022535,0.540272
0.4763,-0.023815,0.53942
0.493,-0.02465,0.538617
0.5176,-0.02588,0.537885
0.5416,-0.02708,0.537226
0.5572,-0.02786,0.536616
0.5799,-0.028995,0.536079
0.6018,-0.03009,0.535614
0.6158,-0.03079,0.535197
0.6359,-0.031795,0.534849
0.6549,-0.032745,0.534568
0.6669,-0.033345,0.534331
0.6838,-0.03419,0.534155
0.6993,-0.034965,0.534036
0.7143,-0.035715,0.533973
0.7596,-0.03798,0.534086
0.8212,-0.04106,0.534452
0.8613,-0.043065,0.534992
0.9199,-0.045995,0.535801
0.9763,-0.048815,0.536882
1.0125,-0.050625,0.538144
1.0646,-0.05323,0.539678
1.1138,-0.05569,0.541479
1.1449,-0.057245,0.543452
1.2022,-0.06011,0.545758
1.2284,-0.06142,0.548216
1.2641,-0.063205,0.550887
1.2855,-0.064275,0.553683
1.3137,-0.065685,0.55665
1.3371,-0.066855,0.559759
1.35,-0.0675,0.56294
1.3651,-0.068255,0.566208
1.3761,-0.068805,0.569534
1.4323,-0.071615,0.573239
1.5199,-0.075995,0.577571
1.5864,-0.07932,0.582394
1.6822,-0.08411,0.587971
1.772,-0.0886,0.594288
1.8283,-0.091415,0.601074
1.9071,-0.095355,0.608552
1.9788,-0.09894,0.616677
2.0431,-0.102155,0.625397
2.0815,-0.104075,0.634461
2.1322,-0.10661,0.644002
2.1612,-0.10806,0.6538
2.1974,-0.10987,0.663932
2.2243,-0.111215,0.674304
2.2418,-0.11209,0.684815
2.2482,-0.11241,0.695344
2.2494,-0.11247,0.705835
2.2406,-0.11203,0.716182
2.2291,-0.111455,0.726356
2.2034,-0.11017,0.736209
2.1805,-0.109025,0.745777
2.1377,-0.106885,0.75486
2.1035,-0.105175,0.763556
2.0437,-0.102185,0.771625
1.9983,-0.099915,0.779223
1.922,-0.0961,0.786082
1.836,-0.0918,0.792149
1.7406,-0.08703,0.79739
1.6719,-0.083595,0.802057
1.5993,-0.079965,0.80615
1.4835,-0.074175,0.809393
1.3597,-0.067985,0.811805
1.2428,-0.06214,0.813501
1.1811,-0.059055,0.814844
1.1195,-0.055975,0.815854
1.085,-0.05425,0.816685
1.0287,-0.051435,0.817239
0.9672,-0.04836,0.81751
0.9235,-0.046175,0.81759
0.8542,-0.04271,0.81739
0.8058,-0.04029,0.817008
0.73,-0.0365,0.816364
0.6508,-0.03254,0.815475
0.5962,-0.02981,0.814437
0.5119,-0.025595,0.813192
0.4544,-0.02272,0.811829
0.3664,-0.01832,0.81031
0.3345,-0.016725,0.808747
0.3535,-0.017675,0.807221
0.3888,-0.01944,0.80576
0.4119,-0.020595,0.804346
0.4459,-0.022295,0.803004
0.4682,-0.02341,0.801712
0.5009,-0.025045,0.800496
0.5223,-0.026115,0.799334
0.5536,-0.02768,0.798251
0.5841,-0.029205,0.797248
0.6039,-0.030195,0.796302
0.6231,-0.031155,0.795411
0.6419,-0.032095,0.794576
0.669,-0.03345,0.793821
0.6862,-0.03431,0.793121
0.7109,-0.035545,0.792498
0.7265,-0.036325,0.791926
0.7483,-0.037415,0.791426
0.7618,-0.03809,0.790972
0.8264,-0.04132,0.79074
0.9699,-0.048495,0.791062
1.0827,-0.054135,0.791876
1.2496,-0.06248,0.793517
1.4131,-0.070655,0.796077
1.52,-0.076,0.799292
1.6766,-0.08383,0.803554
1.7782,-0.08891,0.808541
1.8772,-0.09386,0.814269
2.0204,-0.10102,0.821149
2.1566,-0.10783,0.829194
2.2852,-0.11426,0.838404
2.3662,-0.11831,0.848363
2.5595,-0.127975,0.860269
2.6068,-0.13034,0.872633
2.7363,-0.136815,0.886385
2.9327,-0.146635,0.90239
3.0571,-0.152855,0.919872
3.2328,-0.16164,0.939564
3.3422,-0.16711,0.960658
3.445,-0.17225,0.983101
3.5409,-0.177045,1.00683
3.6297,-0.181485,1.03176
3.7489,-0.187445,1.05839
3.8187,-0.190935,1.08599
3.9081,-0.195405,1.11489
3.9573,-0.197865,1.14445
3.9975,-0.199875,1.17454
4.0368,-0.20184,1.20515
4.0505,-0.202525,1.23586
4.0454,-0.20227,1.26637
4.0163,-0.200815,1.29627
3.9813,-0.199065,1.3255
3.9067,-0.195335,1.35343
3.7694,-0.18847,1.37914
3.6775,-0.183875,1.40338
3.6415,-0.182075,1.427
3.6547,-0.182735,1.45072
3.6849,-0.184245,1.47478
3.7174,-0.18587,1.49923
3.7337,-0.186685,1.52381
3.7351,-0.186755,1.54832
3.7228,-0.18614,1.57256
3.6924,-0.18462,1.59625
3.6617,-0.183085,1.61941
3.5999,-0.179995,1.64161
3.548,-0.1774,1.66299
3.4543,-0.172715,1.683
3.3416,-0.16708,1.70145
3.21,-0.1605,1.71816
3.1122,-0.15561,1.7336
2.9929,-0.149645,1.74757
2.922,-0.1461,1.76068
2.8605,-0.143025,1.77305
2.7544,-0.13772,1.78423
2.6747,-0.133735,1.79454
2.5882,-0.12941,1.80394
2.495,-0.12475,1.81239
2.3431,-0.117155,1.81941
2.2341,-0.111705,1.82545
2.0592,-0.10296,1.83004
1.9355,-0.096775,1.83368
1.8064,-0.09032,1.83638
1.672,-0.0836,1.8382
1.5048,-0.07524,1.839
1.4297,-0.071485,1.83939
1.3999,-0.069995,1.83961
1.3604,-0.06802,1.83963
1.3293,-0.066465,1.8395
1.2945,-0.064725,1.83919
1.2563,-0.062815,1.83871
1.1929,-0.059645,1.83793
1.1467,-0.057335,1.83696
1.0721,-0.053605,1.83568
1.019,-0.05095,1.83421
0.9634,-0.04817,1.83253
0.9055,-0.045275,1.83066
0.8145,-0.040725,1.82851
0.7514,-0.03757,1.82619
0.6864,-0.03432,1.8237
0.6197,-0.030985,1.82107
0.5168,-0.02584,1.81823
0.4465,-0.022325,1.81527
0.375,-0.01875,1.81222
0.3026,-0.01513,1.80909
0.1924,-0.00962,1.80588
0.1182,-0.00591,1.80263
0.0453,-0.002265,1.79938
0.0311,-0.001555,1.79613
0.0348,-0.00174,1.7929
0.0818,-0.00409,1.78968
0.1529,-0.007645,1.78651
0.2248,-0.01124,1.7834
0.2732,-0.01366,1.78034
0.3219,-0.016095,1.77735
0.3708,-0.01854,1.77443
0.42,-0.021,1.77158
0.4692,-0.02346,1.76883
0.5432,-0.02716,1.76621
0.5925,-0.029625,1.76371
0.6416,-0.03208,1.76132
0.7147,-0.035735,1.75912
0.763,-0.03815,1.75704
0.8108,-0.04054,1.75511
0.8811,-0.044055,1.75339
0.9496,-0.04748,1.7519
0.994,-0.0497,1.75057
1.0844,-0.05422,1.74956
1.173,-0.05865,1.74891
1.2639,-0.063195,1.74865
1.3969,-0.069845,1.749
1.4832,-0.07416,1.74978
1.5673,-0.078365,1.75101
1.649,-0.08245,1.75268
1.7667,-0.088335,1.75504
1.8781,-0.093905,1.75809
1.9485,-0.097425,1.76159
2.0477,-0.102385,1.76576
2.1094,-0.10547,1.77036
2.263,-0.11315,1.77608
2.3191,-0.115955,1.78223
2.5028,-0.12514,1.78987
2.6239,-0.131195,1.79853
2.7959,-0.139795,1.80875
2.9036,-0.14518,1.81997
3.0055,-0.150275,1.83218
3.1468,-0.15734,1.84581
3.233,-0.16165,1.86032
3.3123,-0.165615,1.87566
3.4181,-0.170905,1.89215
3.4795,-0.173975,1.90928
3.5571,-0.177855,1.92728
3.5975,-0.179875,1.9457
3.6384,-0.18192,1.96455
3.6525,-0.182625,1.98351
3.6561,-0.182805,2.00245
3.6414,-0.18207,2.02115
3.6009,-0.180045,2.0393
3.56,-0.178,2.05691
3.4807,-0.174035,2.07354
3.4169,-0.170845,2.08938
3.3071,-0.165355,2.10396
3.1805,-0.159025,2.11713
3.0868,-0.15434,2.1293
2.9888,-0.14944,2.14046
2.8697,-0.143485,2.15043
2.7813,-0.139065,2.15956
2.6753,-0.133765,2.16771
2.5532,-0.12766,2.1748
2.4633,-0.123165,2.18113
2.3161,-0.115805,2.18629
2.21,-0.1105,2.19067
2.0978,-0.10489,2.19424
1.9799,-0.098995,2.19703
1.7926,-0.08963,2.19867
1.6612,-0.08306,2.19957
1.4546,-0.07273,2.19944
1.3111,-0.065555,2.19867
1.0879,-0.054395,2.19704
0.9343,-0.046715,2.19492
0.6977,-0.034885,2.19219
0.5363,-0.026815,2.18916
0.3725,-0.018625,2.18589
0.13,-0.0065,2.18244
-0.0629,0.003145,2.17899
-0.2038,0.01019,2.1756
-0.3234,0.01617,2.17232
-0.503,0.02515,2.16929
-0.6223,0.031115,2.16648
-0.7999,0.039995,2.16407
-0.9168,0.04584,2.16199
-1.0888,0.05444,2.16046
-1.2008,0.06004,2.15933
-1.3639,0.068195,2.15887
-1.4688,0.07344,2.15886
-1.6196,0.08098,2.15959
-1.7618,0.08809,2.16106
-1.8514,0.09257,2.16303
-1.9769,0.098845,2.16574
-2.0544,0.10272,2.16892
-2.1605,0.108025,2.17279
-2.2242,0.11121,2.17708
-2.3083,0.115415,2.18194
-2.3566,0.11783,2.18714
-2.4166,0.12083,2.19276
-2.4481,0.122405,2.1986
-2.4821,0.124105,2.20467
-2.4998,0.12499,2.21087
-2.5022,0.12511,2.21706
-2.4917,0.124585,2.22315
-2.4751,0.123755,2.2291
-2.446,0.1223,2.23482
-2.3641,0.118205,2.23991
-2.2833,0.114165,2.24443
-2.1396,0.10698,2.24796
-2.033,0.10165,2.25081
-1.8593,0.092965,2.25264
-1.6695,0.083475,2.25344
-1.5344,0.07672,2.25359
-1.3196,0.06598,2.25282
-1.1686,0.05843,2.25149
-1.0118,0.05059,2.24965
-0.7667,0.038335,2.24716
-0.5971,0.029855,2.24434
-0.4231,0.021155,2.24125
-0.245,0.01225,2.238
0.0288,-0.00144,2.23467
0.2153,-0.010765,2.23142
0.4044,-0.02022,2.22835
0.5957,-0.029785,2.22558
0.7887,-0.039435,2.22321
0.9827,-0.049135,2.22135
1.1774,-0.05887,2.22012
1.4697,-0.073485,2.22003
1.664,-0.0832,2.22084
1.9534,-0.09767,2.22318
2.1443,-0.107215,2.22666
2.333,-0.11665,2.23137
2.5186,-0.12593,2.23738
2.7006,-0.13503,2.24476
2.8785,-0.143925,2.25357
3.0516,-0.15258,2.26384
3.3016,-0.16508,2.2764
3.4592,-0.17296,2.29046
3.6063,-0.180315,2.30599
3.7421,-0.187105,2.32292
3.925,-0.19625,2.34182
4.0333,-0.201665,2.36192
4.1296,-0.20648,2.38309
4.2174,-0.21087,2.40525
4.3348,-0.21674,2.42879
4.4094,-0.22047,2.4532
4.4761,-0.223805,2.47839
4.5358,-0.22679,2.50428
4.6153,-0.230765,2.53113
4.6631,-0.233155,2.55854
4.7082,-0.23541,2.58647
4.8397,-0.241985,2.61611
4.9112,-0.24556,2.64666
4.8901,-0.244505,2.67682
4.8871,-0.244355,2.70686
4.8883,-0.244415,2.73683
4.8903,-0.244515,2.76674
4.8943,-0.244715,2.79663
4.8973,-0.244865,2.82647
4.901,-0.24505,2.85627
4.9072,-0.24536,2.88608
4.9117,-0.245585,2.91587
4.9152,-0.24576,2.94562
4.916,-0.2458,2.9753
4.9148,-0.24574,3.00489
4.9139,-0.245695,3.03437
4.9135,-0.245675,3.06377
4.9134,-0.24567,3.09309
4.9136,-0.24568,3.12232
4.9138,-0.24569,3.15148
4.9138,-0.24569,3.18056
4.9138,-0.24569,3.20955
4.9137,-0.245685,3.23847
4.9137,-0.245685,3.26731
4.9137,-0.245685,3.29606
4.9137,-0.245685,3.32474
4.9137,-0.245685,3.35334
4.9137,-0.245685,3.38186
4.9137,-0.245685,3.4103
4.9137,-0.245685,3.43866
4.9137,-0.245685,3.46695
4.9137,-0.245685,3.49516
4.9137,-0.245685,3.52329
4.9137,-0.245685,3.55135
4.9137,-0.245685,3.57933
4.9137,-0.245685,3.60723
4.9137,-0.245685,3.63506
4.9137,-0.245685,3.66281
4.9137,-0.245685,3.69049
4.9137,-0.245685,3.71809
4.9137,-0.245685,3.74562
4.9137,-0.245685,3.77308
4.9137,-0.245685,3.80046
4.9137,-0.245685,3.82777
4.9137,-0.245685,3.855
4.9137,-0.245685,3.88216
4.9137,-0.245685,3.90925
4.9137,-0.245685,3.93627
4.9137,-0.245685,3.96321
4.9137,-0.245685,3.99008
4.9137,-0.245685,4.01688
4.9137,-0.245685,4.04361
4.9137,-0.245685,4.07027
