cte,steering_angle,error
-0.0355,0.240512,0.103846
0.0429,-0.424261,0.103414
0.0831,-0.249337,0.103006
0.1082,-0.183928,0.102623
0.1319,-0.186511,0.102266
0.1457,-0.142666,0.101929
0.1455,-0.072726,0.101593
0.1379,-0.0328148,0.101252
0.1188,0.0322306,0.100894
0.1005,0.03549,0.100522
0.0884,0.0092892,0.100143
0.072,0.0373392,0.0997571
0.0566,0.0385176,0.0993662
0.0431,0.034461,0.098973
0.0356,0.0075178,0.0985807
0.0268,0.017611,0.0981892
0.02,0.0104172,0.0977996
0.0165,-0.0045896,0.0974126
0.013,-0.0030892,0.0970282
0.0108,-0.008604,0.0966467
0.0099,-0.0146362,0.0962681
0.0101,-0.0201078,0.0958924
0.0107,-0.0222394,0.0955197
0.0117,-0.0245316,0.09515
0.0129,-0.0259052,0.0947833
0.0139,-0.0251994,0.0944195
0.0145,-0.0233332,0.0940585
0.0152,-0.0240068,0.0937004
0.0155,-0.0220198,0.0933451
0.0155,-0.0204114,0.0929924
0.0154,-0.0197584,0.0926424
0.015,-0.0179636,0.0922949
0.0144,-0.0165606,0.09195
0.0136,-0.015036,0.0916076
0.0154,-0.0285248,0.091268
0.0541,-0.228315,0.0909408
0.0642,-0.0891606,0.0906204
0.1083,-0.27668,0.0903304
0.1347,-0.198669,0.090066
0.1616,-0.211917,0.0898326
0.174,-0.144395,0.089616
0.1726,-0.074863,0.0893992
0.1595,-0.01114,0.0891683
0.1462,-0.0048272,0.0889245
0.1237,0.0501988,0.0886606
0.0994,0.0689706,0.0883792
0.0836,0.0328624,0.0880896
0.0629,0.0657398,0.0877912
0.0448,0.0600986,0.0874881
0.0347,0.024268,0.0871843
0.0233,0.035467,0.0868803
0.0154,0.0212692,0.0865773
0.0119,0.000806599,0.0862762
0.0094,-0.0030578,0.0859769
0.009,-0.0132734,0.0856797
0.01,-0.0205564,0.0853846
0.0122,-0.0273304,0.0850917
0.0142,-0.0270346,0.084801
0.0173,-0.0336886,0.0845126
0.0203,-0.0343138,0.0842265
0.023,-0.0338294,0.0839428
0.0244,-0.0278324,0.0836612
0.0258,-0.0283426,0.0833818
0.0357,-0.0747752,0.0831062
0.0426,-0.0625254,0.0828344
0.063,-0.13822,0.0825715
0.083,-0.144291,0.08232
0.0964,-0.116723,0.0820782
0.1005,-0.0719024,0.0818407
0.1003,-0.05031,0.0816046
0.0942,-0.0183176,0.0813661
0.0877,-0.013626,0.0811253
0.0761,0.0166402,0.0808799
0.0629,0.0300716,0.0806302
0.0499,0.0344366,0.0803773
0.0384,0.0317046,0.0801228
0.0322,0.0078492,0.0798685
0.0251,0.0153434,0.0796145
0.0201,0.0069814,0.0793614
0.0179,-0.006022,0.0791097
0.0162,-0.0077454,0.0788594
0.016,-0.0150888,0.0786107
0.0166,-0.019265,0.0783636
0.0182,-0.0248594,0.0781182
0.0202,-0.0276308,0.0778746
0.0224,-0.0294976,0.0776328
0.0238,-0.0260556,0.0773927
0.0266,-0.0341852,0.0771545
-0.0759,0.533507,0.0769335
0.0844,-0.844744,0.076718
0.1255,-0.265401,0.0765304
0.193,-0.424755,0.07641
0.2421,-0.352848,0.0763555
0.2662,-0.237991,0.0763388
0.2675,-0.125018,0.0763242
0.2531,-0.0412366,0.0762871
0.2248,0.0391598,0.0762093
0.1884,0.0938682,0.0760866
0.15,0.118952,0.0759257
0.1145,0.118449,0.0757376
0.085,0.100008,0.0755331
0.0629,0.0718078,0.0753201
0.0524,0.0180692,0.0751048
0.042,0.0218616,0.0748878
0.0359,0.0029936,0.0746707
0.0339,-0.0164828,0.0744544
0.0334,-0.0235586,0.0742394
0.0349,-0.0339526,0.0740258
0.0374,-0.0397898,0.0738141
0.0393,-0.0374274,0.073604
0.0418,-0.0413342,0.0733957
0.0437,-0.0390376,0.0731891
0.0445,-0.0338334,0.0729839
0.0447,-0.0309166,0.0727799
0.0439,-0.0256132,0.0725769
0.0427,-0.023165,0.0723748
0.0404,-0.0167858,0.0721732
0.0375,-0.0126678,0.0719722
0.0353,-0.0153324,0.0717718
0.032,-0.0085548,0.071572
0.0286,-0.0067322,0.0713727
0.0265,-0.012425,0.0711741
0.0238,-0.0083712,0.0709764
0.055,-0.190438,0.0707866
0.0837,-0.189559,0.0706089
0.0997,-0.132631,0.0704404
0.1683,-0.423379,0.0703237
0.2084,-0.297305,0.0702494
0.2474,-0.307869,0.0702245
0.2615,-0.189501,0.0702194
0.2579,-0.100046,0.0702093
0.2371,-0.00617,0.0701711
0.2028,0.0746732,0.0700919
0.1758,0.0486488,0.0699854
0.1357,0.129948,0.0698457
0.1096,0.0702772,0.0696894
0.0752,0.125515,0.0695168
0.0461,0.11078,0.0693356
0.0306,0.0491878,0.0691522
0.0144,0.0594622,0.0689679
0.0047,0.0311808,0.068784
0.0013,0.0013834,0.0686011
0.0022,-0.020162,0.0684191
0.0079,-0.0461654,0.0682383
0.0245,-0.107107,0.0680598
0.0716,-0.278391,0.0678942
0.1243,-0.327553,0.0677566
0.1524,-0.215972,0.06764
0.177,-0.208576,0.0675452
0.1836,-0.121514,0.0674571
0.1793,-0.065606,0.0673654
0.1625,0.0033198,0.0672593
0.1463,0.006531,0.0671408
0.119,0.0727318,0.0670042
0.0894,0.095911,0.0668525
0.0704,0.0503902,0.0666938
0.0461,0.0865424,0.0665287
0.026,0.0735588,0.0663607
0.0114,0.0519106,0.0661922
0.0053,0.0118806,0.0660242
0.0009,0.0051848,0.0658571
0.0003,-0.013527,0.0656908
-0.0071,0.0234988,0.0655254
-0.0974,0.474385,0.0653846
0.1157,-1,0.0652543
0.2411,-0.740017,0.0652365
0.331,-0.598973,0.065347
0.4515,-0.800884,0.0656916
0.5428,-0.692288,0.0662597
0.582,-0.448432,0.0669341
0.6006,-0.353884,0.0676595
0.5973,-0.244084,0.0683716
0.5623,-0.072556,0.0689804
0.5012,0.0815074,0.0694271
0.4241,0.191599,0.0696971
0.37,0.0975758,0.069861
0.2942,0.235872,0.0699016
0.2467,0.112929,0.0698797
0.1856,0.205038,0.0697939
0.1341,0.177405,0.0696687
0.1064,0.0693048,0.0695281
0.0765,0.0921438,0.0693751
0.0566,0.0500238,0.0692164
0.0485,-0.0057968,0.0690564
0.0429,-0.0161022,0.068896
0.0422,-0.0403618,0.0687362
0.0437,-0.0520016,0.0685775
0.047,-0.0623624,0.0684202
0.0493,-0.0585328,0.0682642
0.0519,-0.0610078,0.0681095
0.0529,-0.0532626,0.0679559
0.0528,-0.0474422,0.0678029
0.0516,-0.0410812,0.0676503
0.0482,-0.0282852,0.0674977
0.043,-0.0167562,0.0673447
0.0387,-0.0191074,0.0671915
0.0318,-0.0029614,0.067038
0.0373,-0.0668592,0.066886
0.164,-0.723567,0.0667937
0.1052,0.227471,0.0666653
0.1659,-0.39447,0.0665753
0.2031,-0.292131,0.0665172
0.2327,-0.266331,0.0664889
0.2619,-0.276451,0.0664937
0.2622,-0.132524,0.0664988
0.2529,-0.0812418,0.0664931
0.2263,0.0155124,0.0664584
0.1884,0.0868654,0.0663884
0.1601,0.04994,0.0662964
0.1191,0.12968,0.066179
0.0798,0.136824,0.0660446
0.0566,0.0655786,0.0659037
0.0291,0.0981094,0.0657581
0.0538,-0.172789,0.0656178
0.123,-0.423127,0.0655054
0.19,-0.439222,0.06544
0.2718,-0.546404,0.0654587
0.3103,-0.34585,0.0655269
0.3371,-0.298674,0.0656331
0.3372,-0.165824,0.065739
0.3161,-0.051959,0.0658141
0.2907,-0.0208274,0.0658551
0.2435,0.106613,0.0658408
0.2079,0.0625474,0.0657914
0.1725,0.0755298,0.0657129
0.1205,0.179288,0.0656016
0.0708,0.187863,0.0654702
0.042,0.095216,0.0653323
0.0188,0.0769532,0.0651919
-0.009,0.111614,0.0650516
-0.0235,0.051477,0.0649129
-0.0376,0.0556664,0.0647766
-0.0425,0.012117,0.0646418
-0.0408,-0.0211298,0.0645072
0.0382,-0.439035,0.0643728
0.1382,-0.584092,0.0642765
0.2734,-0.814568,0.0642987
0.3765,-0.695969,0.0644628
0.4219,-0.426412,0.0647028
0.449,-0.346621,0.0649916
0.444,-0.185,0.0652698
0.4247,-0.106626,0.0655116
0.377,0.053704,0.0656723
0.3357,0.0375684,0.0657706
0.2693,0.189139,0.0657847
0.1766,0.357509,0.0657127
0.1122,0.241793,0.0656022
0.0944,0.016029,0.0654846
0.0933,-0.0668636,0.065367
0.1297,-0.268816,0.0652667
0.1715,-0.31252,0.0651928
0.2225,-0.37904,0.0651605
0.2457,-0.249519,0.0651507
0.2592,-0.206699,0.0651549
0.2515,-0.0979436,0.065151
0.2367,-0.0568562,0.0651324
0.2165,-0.022117,0.0650952
0.1927,0.0050696,0.0650383
0.1665,0.0272394,0.0649626
0.1389,0.0450122,0.0648702
0.0966,0.135241,0.064758
0.0687,0.074264,0.0646369
0.0325,0.130165,0.064509
0.0119,0.0601862,0.0643798
-0.005,0.0486876,0.0642508
-0.0252,0.0738002,0.0641236
-0.0357,0.0302336,0.0639981
-0.0458,0.0332682,0.0638748
-0.0493,0.0028524,0.0637527
-0.0503,-0.007983,0.0636312
-0.0487,-0.0203244,0.0635099
-0.0458,-0.0266982,0.0633885
0.0432,-0.49176,0.0632672
0.1109,-0.411559,0.0631668
0.3041,-1,0.0632244
0.4169,-0.759313,0.0634412
0.5134,-0.716852,0.0638329
0.6185,-0.802635,0.0644554
0.6591,-0.497322,0.0651765
0.6706,-0.357495,0.0659247
0.6501,-0.190383,0.0666173
0.6133,-0.0952362,0.0672171
0.5065,0.296584,0.0675833
0.4403,0.11928,0.0678271
0.3413,0.322284,0.0679209
0.2466,0.338255,0.0679072
0.1901,0.169562,0.0678462
0.1226,0.251411,0.067745
0.0863,0.109857,0.0676298
0.0689,0.0222828,0.0675097
0.099,-0.227349,0.0673998
0.1376,-0.285459,0.0673077
0.1727,-0.282241,0.0672366
0.2008,-0.258786,0.0671856
0.2213,-0.229343,0.0671512
0.238,-0.217422,0.0671313
0.2401,-0.145678,0.0671135
0.2364,-0.115596,0.0670924
0.22,-0.0456484,0.0670573
0.2032,-0.0371244,0.067009
0.1835,-0.0147796,0.0669467
0.1617,0.0045232,0.0668706
0.126,0.0885166,0.0667756
0.1012,0.044258,0.0666706
0.1371,-0.273352,0.0665817
0.2236,-0.560893,0.066551
0.3114,-0.602683,0.0666073
0.3863,-0.568539,0.0667597
0.4664,-0.627192,0.0670374
0.4966,-0.390527,0.0673675
0.5033,-0.276554,0.0677086
0.4861,-0.151033,0.0680174
0.4373,0.0256708,0.0682427
0.3679,0.155803,0.0683651
0.3161,0.0881364,0.0684226
0.2652,0.103846,0.0684261
0.1907,0.251808,0.0683679
0.1426,0.139384,0.0682809
0.0812,0.230955,0.0681693
0.0466,0.111377,0.0680502
0.0071,0.152295,0.0679277
-0.0123,0.0601606,0.0678058
-0.0265,0.0403806,0.0676853
-0.0367,0.0249498,0.0675664
-0.0464,0.0267676,0.0674494
-0.0494,-0.0051926,0.0673333
-0.05,-0.016711,0.0672177
-0.0486,-0.0270898,0.0671023
-0.046,-0.0340002,0.0669869
-0.0288,-0.113841,0.0668696
0.0537,-0.473495,0.0667563
0.1569,-0.618664,0.0666819
0.2568,-0.642723,0.0666806
0.3418,-0.602988,0.0667689
0.409,-0.541609,0.0669455
0.4572,-0.466527,0.0671948
0.4951,-0.430631,0.0675064
0.499,-0.262436,0.0678237
0.487,-0.178266,0.0681193
0.446,-0.01686,0.0683471
0.4065,-0.008485,0.0685156
0.3621,0.0339002,0.0686243
0.2896,0.203575,0.0686507
0.2387,0.116129,0.0686305
0.1686,0.24037,0.0685611
0.126,0.120012,0.0684703
0.0731,0.19275,0.0683616
0.044,0.0854906,0.0682475
0.0112,0.117275,0.0681306
-0.0047,0.0394036,0.068014
-0.0161,0.0218388,0.0678982
-0.0328,0.0555294,0.0677842
-0.0093,-0.154361,0.0676688
0.037,-0.286436,0.0675561
0.0998,-0.393753,0.0674583
0.1344,-0.266388,0.0673746
0.1587,-0.224493,0.0673032
0.1792,-0.213666,0.0672437
0.1837,-0.1355,0.0671872
0.1773,-0.0785168,0.0671271
0.1656,-0.0474748,0.0670603
0.1499,-0.0213572,0.0669855
0.1208,0.0571062,0.0668978
0.0988,0.0302324,0.0668022
0.0769,0.0383286,0.0667006
0.0451,0.100408,0.0665928
0.1032,-0.37261,0.0664997
0.0979,-0.0537772,0.0664052
0.1611,-0.421978,0.0663381
0.197,-0.300333,0.0662925
0.2225,-0.259075,0.0662647
0.2372,-0.211521,0.0662482
0.2423,-0.165959,0.0662358
0.2354,-0.103448,0.066218
0.2119,-0.0108638,0.066183
0.1891,-0.0047882,0.0661331
0.1635,0.0201516,0.0660687
0.1218,0.118325,0.0659849
0.0779,0.148047,0.0658872
0.0504,0.0782878,0.065784
0.0266,0.0705548,0.0656782
-0.0042,0.11911,0.0655716
-0.0218,0.0612064,0.0654661
-0.0412,0.0789294,0.0653629
-0.05,0.030232,0.0652614
-0.0572,0.0257196,0.0651614
-0.0585,-0.0027632,0.065062
-0.0563,-0.0207854,0.0649625
-0.0503,-0.0419122,0.0648623
-0.0451,-0.0397642,0.0647616
-0.0395,-0.0437272,0.0646605
-0.031,-0.06129,0.0645587
-0.0256,-0.0475534,0.0644568
-0.0208,-0.0460302,0.0643548
-0.0334,0.0465192,0.0642543
0.0314,-0.365988,0.0641539
0.0722,-0.261972,0.0640605
0.142,-0.434703,0.063991
0.1916,-0.353486,0.0639479
0.21,-0.20486,0.0639166
0.2142,-0.135601,0.0638882
0.2048,-0.0639274,0.0638537
0.1779,0.0342288,0.0638031
0.1537,0.0303038,0.0637402
0.1145,0.121029,0.0636609
0.0875,0.0711012,0.0635734
0.0506,0.135883,0.0634782
0.0181,0.127619,0.0633799
0.0002,0.0627116,0.0632813
-0.0138,0.0498324,0.0631833
-0.0293,0.0645976,0.0630867
-0.0366,0.027563,0.0629911
-0.041,0.0157796,0.0628964
-0.0431,0.0059416,0.0628022
-0.0421,-0.009242,0.0627081
-0.0966,0.290782,0.062626
0.0276,-0.652072,0.062531
0.0996,-0.419786,0.0624503
0.1862,-0.527636,0.0624077
0.2307,-0.335304,0.0623937
0.2703,-0.327171,0.06241
0.2807,-0.185917,0.062435
0.2754,-0.105901,0.0624554
0.2501,0.0036458,0.0624555
0.2253,0.0105224,0.0624378
0.1976,0.0356084,0.0624023
0.1531,0.137002,0.0623434
0.107,0.163131,0.0622665
0.0785,0.086282,0.0621819
0.0436,0.132097,0.0620911
0.0247,0.0597152,0.0619986
0.0038,0.0783814,0.0619056
-0.0059,0.0267868,0.0618128
-0.0142,0.0238188,0.0617206
-0.0164,-0.0049504,0.0616287
-0.0156,-0.0193248,0.0615371
-0.0111,-0.0386124,0.0614456
-0.0068,-0.0383208,0.0613542
0.0004,-0.0547276,0.061263
0.0053,-0.0443062,0.0611722
0.0099,-0.043853,0.0610817
0.016,-0.0531008,0.0609917
0.0195,-0.0409606,0.0609022
0.0222,-0.0376076,0.0608131
0.025,-0.0389404,0.0607245
0.026,-0.0301404,0.0606362
0.0397,-0.0990536,0.0605494
0.1097,-0.408685,0.0604783
0.0901,0.0469972,0.0604016
0.1145,-0.183001,0.0603325
0.1329,-0.160659,0.0602702
0.1518,-0.171088,0.0602159
0.1572,-0.106081,0.0601642
0.1541,-0.0625756,0.0601113
0.1456,-0.0322672,0.0600548
0.1336,-0.0099656,0.0599937
0.119,0.0089538,0.0599273
0.094,0.0711242,0.0598535
0.0762,0.0424592,0.0597755
0.0514,0.087631,0.0596932
0.0365,0.0443492,0.0596092
0.0184,0.0678522,0.0595241
0.009,0.0283358,0.0594388
-0.0007,0.0339148,0.0593536
-0.0044,0.0055574,0.0592687
-0.0064,-0.0020396,0.0591841
-0.0057,-0.0156018,0.0590997
-0.0038,-0.0221584,0.0590156
0.0005,-0.0355572,0.0589316
0.0061,-0.0439154,0.058848
0.0101,-0.0370906,0.0587647
0.0155,-0.0458072,0.0586818
0.0187,-0.03564,0.0585992
0.0224,-0.039194,0.0585172
0.025,-0.0343602,0.0584355
0.0259,-0.0258938,0.0583542
0.0263,-0.0232794,0.0582731
0.0262,-0.0205482,0.0581922
0.0254,-0.0166232,0.0581115
0.0245,-0.0157114,0.0580309
0.0235,-0.0148052,0.0579505
0.0217,-0.010137,0.0578703
0.0204,-0.0122014,0.0577901
0.0191,-0.011802,0.0577102
0.0174,-0.0092568,0.0576303
0.0164,-0.012504,0.0575506
0.0156,-0.0133322,0.0574712
0.0144,-0.0109936,0.0573919
0.014,-0.0149622,0.0573127
0.0138,-0.016,0.0572338
0.0137,-0.0165664,0.0571552
0.0138,-0.017696,0.0570767
0.0626,-0.280892,0.0570036
0.4955,-1,0.0572625
0.6581,-1,0.0577781
0.5094,0.524516,0.0580544
0.3396,0.697401,0.0581327
0.2676,0.23695,0.0581511
0.2417,0.0167098,0.0581515
0.2903,-0.375391,0.0581871
0.3372,-0.385897,0.0582626
0.3957,-0.467679,0.0583962
0.4208,-0.311204,0.0585572
0.4319,-0.246201,0.0587307
0.427,-0.164866,0.0588979
0.4115,-0.106314,0.0590471
0.3884,-0.0597494,0.059171
0.3594,-0.019332,0.0592654
0.3079,0.113153,0.0593132
0.2697,0.0613656,0.0593313
0.2146,0.167418,0.0593134
0.1796,0.0804854,0.0592772
0.1343,0.149755,0.059222
0.1083,0.063352,0.0591585
0.0866,0.0502746,0.0590895
0.0599,0.0856416,0.0590155
0.0454,0.030406,0.0589396
0.0301,0.040665,0.0588625
0.0213,0.0120148,0.0587849
0.0187,-0.0175212,0.0587074
0.0186,-0.0294778,0.0586301
0.0204,-0.0391772,0.0585531
0.0242,-0.0501948,0.0584765
0.0272,-0.046949,0.0584004
0.0313,-0.053701,0.0583247
0.0336,-0.045293,0.0582494
0.0358,-0.0454384,0.0581746
0.0363,-0.036997,0.0581
0.0362,-0.0338724,0.0580255
0.0348,-0.0267948,0.0579512
0.033,-0.0240914,0.0578769
0.0296,-0.014783,0.0578024
0.0267,-0.0161882,0.057728
0.0221,-0.0059208,0.0576535
0.0189,-0.0117114,0.057579
0.0142,-0.002391,0.0575045
0.0098,-0.0021728,0.05743
0.0071,-0.0096206,0.0573557
0.0048,-0.0107094,0.0572815
0.0019,-0.0065426,0.0572075
-0.0005,-0.0080618,0.0571337
-0.0021,-0.0113856,0.0570601
-0.0028,-0.015561,0.0569866
-0.0032,-0.0168502,0.0569134
-0.0032,-0.0187938,0.0568404
-0.0029,-0.020356,0.0567675
-0.0026,-0.0203914,0.0566948
-0.0021,-0.0213678,0.0566223
-0.0017,-0.0208442,0.05655
-0.0014,-0.0202324,0.0564779
-0.0011,-0.0200844,0.0564059
-0.001,-0.0188188,0.0563342
-0.001,-0.0180024,0.0562626
-0.0011,-0.017152,0.0561912
-0.0013,-0.0162782,0.05612
-0.0014,-0.0164682,0.0560489
-0.0016,-0.015647,0.0559781
-0.0018,-0.0153754,0.0559074
-0.0018,-0.0162194,0.0558369
-0.0018,-0.016113,0.0557666
-0.0018,-0.0160364,0.0556965
-0.0016,-0.0170764,0.0556265
-0.0013,-0.0176758,0.0555567
-0.0011,-0.017255,0.0554871
-0.0007,-0.0184224,0.0554176
-0.0005,-0.0175142,0.0553484
-0.0001,-0.0186854,0.0552793
0.0002,-0.0183134,0.0552103
0.0006,-0.0189736,0.0551416
0.0008,-0.018043,0.055073
0.0011,-0.018645,0.0550046
0.0011,-0.0171162,0.0549363
0.0012,-0.0176212,0.0548683
0.0013,-0.017619,0.0548004
0.0013,-0.0170716,0.0547326
0.0013,-0.0170224,0.0546651
0.0013,-0.0169724,0.0545977
0.0013,-0.0169226,0.0545304
0.0013,-0.0168744,0.0544633
0.0014,-0.0173682,0.0543964
0.0014,-0.016824,0.0543297
0.0015,-0.0173236,0.0542631
0.0016,-0.017326,0.0541967
0.0017,-0.0173312,0.0541305
0.0018,-0.01734,0.0540644
0.002,-0.0178912,0.0539984
0.0022,-0.0179444,0.0539327
0.0023,-0.0174602,0.0538671
0.0024,-0.017477,0.0538016
0.0025,-0.0174944,0.0537363
0.0027,-0.0180524,0.0536712
