cte,steering_angle,error
0.0268,-0.0145128,0.0988958
0.0266,-0.0186874,0.0985841
0.0268,-0.020455,0.0982744
0.0275,-0.0228406,0.0979668
0.0281,-0.0222228,0.0976612
0.0289,-0.0231614,0.0973577
0.0304,-0.0267522,0.0970563
-0.1049,0.684775,0.0967882
0.1007,-1,0.0965192
0.179,-0.44009,0.0963195
0.2355,-0.342642,0.0961934
0.3025,-0.408936,0.096179
0.3458,-0.299588,0.0962508
0.3602,-0.158501,0.0963532
0.363,-0.101611,0.0964612
0.3495,-0.0179416,0.0965393
0.3342,-0.0063926,0.0965852
0.3067,0.0596412,0.0965776
0.2756,0.0834616,0.0965154
0.235,0.138794,0.0963914
0.2087,0.0723474,0.0962333
0.19,0.0379604,0.0960538
0.1815,-0.0114186,0.0958659
0.1723,-0.0061244,0.0956695
0.1676,-0.0277198,0.0954696
0.1618,-0.0210918,0.0952652
0.1568,-0.0241244,0.0950573
0.1538,-0.0335868,0.0948479
0.1496,-0.0268184,0.094636
0.1453,-0.0255452,0.0944217
0.1423,-0.0315486,0.0942061
0.1376,-0.0222242,0.0939879
0.1325,-0.0193226,0.093767
0.1288,-0.0257112,0.0935446
0.1231,-0.014705,0.0933193
0.1171,-0.0121416,0.0930912
0.113,-0.0209588,0.0928617
0.107,-0.0103954,0.0926298
0.1009,-0.0088104,0.0923955
0.0949,-0.0082398,0.0921593
0.0912,-0.0191306,0.0919225
0.0865,-0.0133202,0.0916846
0.0996,-0.105104,0.0914549
0.1351,-0.224443,0.0912499
0.1559,-0.155391,0.0910629
0.2241,-0.406461,0.0909491
0.2806,-0.359809,0.0909152
0.3065,-0.212595,0.0909236
0.3229,-0.16902,0.0909604
0.3186,-0.0652998,0.0909895
0.3065,-0.0245012,0.0909976
0.2801,0.0517048,0.0909632
0.2586,0.030969,0.0908974
0.2258,0.0936384,0.0907887
0.1928,0.100915,0.090643
0.1723,0.0422772,0.0904778
0.1465,0.0738412,0.0902913
0.1249,0.0571858,0.0900899
0.1082,0.0361198,0.0898792
0.1002,-0.0056436,0.0896652
0.0921,-0.0033688,0.0894481
0.087,-0.0172012,0.0892298
0.0859,-0.036851,0.0890121
0.1056,-0.144735,0.0888056
0.1344,-0.196034,0.0886184
0.1769,-0.273184,0.0884671
0.2087,-0.226292,0.088349
0.2239,-0.146642,0.0882487
0.2244,-0.0735714,0.0881495
0.2146,-0.0204436,0.0880395
0.2027,-0.0078844,0.0879173
0.181,0.0451636,0.087774
0.1561,0.0658902,0.0876097
0.1312,0.0706612,0.0874278
0.1161,0.0244968,0.0872373
0.0969,0.0486872,0.0870371
0.0859,0.0097574,0.0868329
0.0725,0.0243338,0.0866242
0.062,0.0118504,0.0864131
0.0545,-0.0017186,0.0862007
0.0511,-0.0216014,0.0859886
0.0507,-0.0365794,0.0857774
-0.1245,0.872775,0.0855999
0.1791,-1,0.0854651
0.2945,-0.66475,0.0854683
0.4114,-0.696287,0.0856783
0.4775,-0.456281,0.0860341
0.5493,-0.500049,0.086572
0.5779,-0.290736,0.0871874
0.5905,-0.214254,0.0878363
0.574,-0.066434,0.0884344
0.5353,0.0513848,0.0889236
0.5014,0.0332982,0.0893238
0.4478,0.14174,0.089597
0.4109,0.0648974,0.0897912
0.3597,0.146007,0.089888
0.3122,0.136458,0.0899065
0.2716,0.109601,0.0898672
0.2498,0.0195202,0.0898006
0.2243,0.0427274,0.0897049
0.1941,0.0719328,0.0895793
0.1833,-0.0232206,0.0894444
0.1799,-0.0598468,0.0893072
0.1779,-0.0667476,0.0891689
0.1747,-0.0604008,0.0890286
0.1701,-0.0527632,0.0888852
0.166,-0.0547144,0.0887391
0.1586,-0.0372614,0.0885881
0.1492,-0.0254784,0.0884309
0.1419,-0.0344442,0.0882695
0.1303,-0.0104138,0.0881013
0.1175,-0.0014838,0.0879265
0.1042,0.0041594,0.0877456
0.0955,-0.0165712,0.0875615
0.0935,-0.0491322,0.0873773
0.1656,-0.433684,0.0872376
0.1387,0.0670866,0.0870794
0.1815,-0.289723,0.0869538
0.2656,-0.513023,0.0869158
0.3026,-0.285058,0.0869266
0.3319,-0.252665,0.0869801
0.3361,-0.128297,0.0870398
0.3252,-0.0509042,0.0870828
0.2983,0.0342238,0.0870871
0.2747,0.0222296,0.0870606
0.2369,0.100639,0.0869901
0.1975,0.116438,0.086881
0.1724,0.0499208,0.0867514
0.14,0.09292,0.0865995
0.1209,0.0302888,0.086437
0.141,-0.169729,0.0862871
0.1971,-0.361068,0.0861805
0.2909,-0.568644,0.086177
0.3652,-0.486477,0.0862826
0.397,-0.280885,0.0864418
0.4142,-0.211919,0.0866314
0.4032,-0.0692996,0.0868001
0.3837,-0.023453,0.0869341
0.344,0.0850008,0.0870036
0.2961,0.135178,0.0870051
0.2632,0.0664144,0.086966
0.2182,0.135651,0.0868795
0.1905,0.0545092,0.0867686
0.1549,0.10109,0.0866312
0.1248,0.0796718,0.0864761
0.1083,0.0152034,0.0863132
0.0895,0.0308456,0.086143
0.0799,-0.0127812,0.08597
0.0692,-0.0046338,0.0857943
0.0709,-0.0664784,0.0856198
0.1427,-0.431011,0.0854792
0.2356,-0.555002,0.0854147
0.3579,-0.72666,0.0855063
0.4213,-0.445231,0.0857033
0.4806,-0.437167,0.0860137
0.5005,-0.244803,0.0863644
0.4939,-0.111678,0.0866997
0.4615,0.0231286,0.0869678
0.4293,0.0279264,0.087174
0.3936,0.0519796,0.0873172
0.3364,0.170431,0.0873718
0.257,0.296971,0.0873269
0.22,0.0921028,0.0872451
0.1855,0.086343,0.0871343
0.2017,-0.170532,0.0870371
0.2682,-0.435514,0.0870056
0.317,-0.356991,0.0870337
0.3717,-0.397726,0.08714
0.4008,-0.275899,0.0872925
0.4048,-0.15158,0.087451
0.3917,-0.0638376,0.0875873
0.3732,-0.033522,0.0876939
0.3373,0.0602956,0.0877476
0.3092,0.0265596,0.0877637
0.2666,0.107279,0.0877295
0.2381,0.0421962,0.087666
0.2114,0.0382852,0.0875783
0.1858,0.0376786,0.0874703
0.1489,0.101385,0.0873376
0.1258,0.0368622,0.0871925
0.0964,0.0741516,0.0870348
0.0798,0.0134134,0.0868718
0.06,0.0330044,0.086704
0.0495,-0.0111364,0.0865344
0.0375,-0.000722403,0.0863635
0.0313,-0.0277222,0.0861924
